	Condition	N° variables	Time	Status
231	PrimaryTumor_StageI_232	14321	244.20337843894958	Solve_Succeeded
232	PrimaryTumor_StageI_233	14321	245.98667192459106	Solve_Succeeded
233	PrimaryTumor_StageIII_234	14321	230.291419506073	Solve_Succeeded
234	PrimaryTumor_StageIII_235	14321	236.6063530445099	Solve_Succeeded
235	PrimaryTumor_StageI_236	14321	231.35080647468567	Solve_Succeeded
236	SolidTissueNormal_StageII_237	14321	264.71110248565674	Solve_Succeeded
237	PrimaryTumor_StageI_238	14321	245.9946813583374	Solve_Succeeded
238	SolidTissueNormal_StageIII_239	14321	235.59583497047424	Solve_Succeeded
239	SolidTissueNormal_StageII_240	14321	249.11568236351013	Solve_Succeeded
240	PrimaryTumor_StageI_241	14321	229.93046021461487	Solve_Succeeded
241	PrimaryTumor_StageIII_242	14321	230.85450959205627	Solve_Succeeded
242	PrimaryTumor_StageIII_243	14321	268.1376087665558	Solved_To_Acceptable_Level
243	PrimaryTumor_StageIV_244	14321	246.04206490516663	Solve_Succeeded
244	PrimaryTumor_StageIV_245	14321	221.07038950920105	Solve_Succeeded
245	PrimaryTumor_StageI_246	14321	235.61920070648193	Solve_Succeeded
246	PrimaryTumor_StageI_247	14321	238.28287553787231	Solve_Succeeded
247	PrimaryTumor_StageIV_248	14321	249.95529317855835	Solve_Succeeded
248	PrimaryTumor_StageIII_249	14321	227.40088033676147	Solve_Succeeded
249	PrimaryTumor_StageI_250	14321	239.9440152645111	Solved_To_Acceptable_Level
250	PrimaryTumor_StageIII_251	14321	240.89979004859924	Solve_Succeeded
251	PrimaryTumor_StageII_252	14321	225.08027243614197	Solve_Succeeded
252	PrimaryTumor_StageIII_253	14321	227.86917805671692	Solve_Succeeded
253	PrimaryTumor_StageI_254	14321	232.66563606262207	Solve_Succeeded
254	PrimaryTumor_StageI_255	14321	263.3529644012451	Solved_To_Acceptable_Level
255	PrimaryTumor_StageIII_256	14321	232.84491872787476	Solve_Succeeded
256	PrimaryTumor_StageI_257	14321	237.9704031944275	Solve_Succeeded
257	SolidTissueNormal_StageIII_258	14321	237.78831934928894	Solve_Succeeded
258	PrimaryTumor_StageI_259	14321	220.11274766921997	Solve_Succeeded
259	PrimaryTumor_StageI_260	14321	239.55815243721008	Solve_Succeeded
260	PrimaryTumor_StageI_261	14321	235.35881543159485	Solve_Succeeded
261	PrimaryTumor_StageI_262	14321	244.79690265655518	Solve_Succeeded
262	PrimaryTumor_StageI_263	14321	236.10944819450378	Solve_Succeeded
263	PrimaryTumor_StageI_264	14321	230.28837323188782	Solve_Succeeded
264	PrimaryTumor_StageI_265	14321	241.0366222858429	Solve_Succeeded
265	PrimaryTumor_StageI_266	14321	231.92590141296387	Solve_Succeeded
266	PrimaryTumor_StageI_267	14321	240.28146290779114	Solve_Succeeded
267	PrimaryTumor_StageI_268	14321	233.5158920288086	Solve_Succeeded
268	PrimaryTumor_StageIV_269	14321	230.43561339378357	Solve_Succeeded
269	SolidTissueNormal_StageIV_270	14321	242.43225646018982	Solve_Succeeded
270	PrimaryTumor_StageI_271	14321	273.7601463794708	Maximum_Iterations_Exceeded
271	PrimaryTumor_StageI_272	14321	246.40857243537903	Solve_Succeeded
272	PrimaryTumor_StageIII_273	14321	272.7937242984772	Solve_Succeeded
273	PrimaryTumor_StageI_274	14321	266.5773866176605	Solved_To_Acceptable_Level
274	SolidTissueNormal_StageIV_275	14321	238.49777507781982	Solve_Succeeded
275	PrimaryTumor_StageIV_276	14321	227.51287293434143	Solve_Succeeded
276	PrimaryTumor_StageI_277	14321	267.60577034950256	Solved_To_Acceptable_Level
277	PrimaryTumor_StageI_278	14321	224.78750133514404	Solve_Succeeded
278	SolidTissueNormal_StageII_279	14321	242.2599859237671	Solved_To_Acceptable_Level
