Reaction	Acetate	Fructose	Galactose	Glucose	Glycerol	Gluconate	Pyruvate	Succinate
R_DADNtex	9.97806476332741e-09	9.96606643044462e-09	9.968864310427872e-09	9.96644500261823e-09	9.972479550479642e-09	9.988498153590264e-09	9.966207636935563e-09	9.96644050621498e-09
R_DAGK120	0.0025206276669340953	0.005421603149880892	0.0038912259407491946	0.007252192805752049	0.0054124998296843614	0.005510901661832308	0.004683544874169665	0.005738442486309742
R_CTPS2	0.009615604823270466	0.027975212248029967	0.014536434142110541	0.022484386350237938	0.02038360901999221	0.019893543265349437	0.015118616852745822	0.0149139484906726
R_CU1Opp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CU1abcpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CU2abcpp	0.0014770433440482382	0.003191173781083978	0.0020447806934826567	0.002512617363678051	0.0023836581891803262	0.0021420493851933443	0.0033622872397882785	0.0019592286150899294
R_CU2tex	3.977770668406322e-08	3.971388884416172e-08	3.971965223392715e-08	3.971313766726325e-08	3.973506168541974e-08	3.989074759402911e-08	3.9748940583450576e-08	3.9769914916831794e-08
R_DAGK140	0.002541926886996907	0.005437896576944864	0.003905804997805089	0.007268358959036789	0.005428334361129952	0.005527886293161934	0.004717150240276978	0.0057629108872448796
R_ARBTNexs	0.01925356604073346	0.02334498388783919	0.018581229157563925	0.024906121822234503	0.024906638078873	0.02179592793392041	0.02198913076334874	0.02415014181397223
R_DAGK141	0.0024787933968632905	0.005314530701607249	0.0038260062372726857	0.00714932246939838	0.0053725654797301655	0.0054426066488724775	0.0046376029058752466	0.0056688762369741155
R_DAGK160	0.0025386952119705783	0.005405149779776577	0.0038931688131205095	0.007241792489830003	0.005423349385750827	0.005515278300262076	0.004711828008353529	0.005755410813788942
R_CU2tpp	0.0014770433302240364	0.00319117376723784	0.0020447806796584965	0.00251261734983766	0.002383658175354976	0.002142049371363229	0.003362287225958809	0.001959228601260333
R_CUt3	7.511875936195435e-09	5.6856710018596854e-09	6.266908823841833e-09	6.1484044918561825e-09	6.792986964643656e-09	7.214958978958604e-09	6.3070551996757916e-09	6.5925634619386545e-09
R_CUtex	-3.227965494900786e-08	-3.4042063834505136e-08	-3.346656729519282e-08	-3.357857347729976e-08	-3.2955900008957435e-08	-3.2689618567616214e-08	-3.3455714865127106e-08	-3.319118113687125e-08
