Reaction	Glucose - Chemostat	Glucose
R_SS1016	0.0	0.0
R_SS1017	1.734723475976807e-18	-3.469446951953614e-18
R_SS1018	1.734723475976807e-18	3.469446951953614e-18
R_SS1019	-6.446781010069347e-09	-5.86897204342407e-08
R_SS1020	0.0	0.0
R_SS1021	1.33561761616538e-05	3.248632430997295e-05
R_SS1022	1.4679203958617437e-07	1.8422188022282349e-07
R_SS1023	-9.303055397737181e-08	-1.6085988719868882e-07
R_SS1024	-0.0101406440593091	-0.0116253436678985
R_SS1025	0.0	0.0
R_SS1026	-0.0325888180477939	-0.0352211156500629
R_SS1027	4.091291805202736e-07	0.0001261031064262
R_SS1028	1.760141541962135e-07	1.789367244202367e-07
R_SS1029	-1.423812792961804e-07	-1.926570072259548e-07
R_SS1030	2.0916769113976666e-07	1.2964843748575205e-07
R_SS1031	7.813049299060237e-07	3.5470272897776545e-06
R_SS1032	2.3806822089503162e-07	3.170215630912687e-07
R_SS1033	0.0	0.0
R_SS1034	-3.932841372497609e-07	-1.7132113591181164e-06
R_SS1035	2.742710567688045e-07	8.276590615294288e-08
R_SS1036	1.5017606620930864e-06	5.458048955804196e-06
R_SS1037	0.0	0.0
R_SS1038	4.408333196190273e-07	1.3188917144524306e-07
R_SS1039	0.0	0.0
R_SS1040	-8.680259257903833e-09	-5.858985928364203e-08
R_SS1041	4.621530203002822e-06	1.1257295796304745e-06
R_SS1042	1.2176028131118978e-07	4.1343190331400235e-07
R_SS1043	1.344530069249346e-05	3.278432691396116e-05
R_SS1044	0.0	0.0
R_SS1045	0.0	0.0
R_SS1046	5.204170427930421e-18	0.0
R_SS1047	2.2886308846271214e-06	3.920029615040593e-06
R_SS1048	0.0	0.0
R_SS1049	0.0	0.0
R_SS1050	7.447160331637559e-08	-3.110991377008876e-08
R_SS1051	0.0	0.0
R_SS1052	0.0	0.0
R_SS1053	1.105046556842959e-06	7.962547042619783e-07
R_SS1054	3.893141120279997e-07	4.788571533811958e-07
R_SS1055	0.0	0.0
R_SS1056	-9.523405272021669e-08	-1.342249170838139e-07
R_SS1057	1.307510157991243e-07	7.128546600926322e-08
R_SS1058	-1.184441354804694e-07	-1.575575636070248e-07
R_SS1059	-5.4687492010568883e-08	-1.4970979373904458e-07
R_SS1060	-1.626303258728257e-19	-6.505213034913028e-19
R_SS1061	4.971286225348426e-07	9.080742612958824e-07
R_SS1062	0.0	0.0
R_SS1063	0.0045293897232948	0.001012917809086
R_SS1064	1.1454928057692044e-08	-8.257975340868197e-08
R_SS1065	0.0	0.0
R_SS1066	-1.1699207397297685e-07	-1.2766737916142248e-07
R_SS1067	9.710780606714264e-08	7.419234894154304e-08
R_SS1068	-1.2159710181813832e-07	-1.4486146029252245e-07
R_SS1069	1.7395433190237684e-07	1.7813404503322026e-07
R_SS1070	-5.454578176303931e-07	-2.983624396678264e-07
R_SS1071	0.001532754231207	7.315973268734458e-06
R_SS1072	1.607229767001256e-07	1.4078900032604702e-07
R_SS1073	0.0472694730394589	0.0311344255599802
R_SS1074	0.0	0.0
R_SS1075	0.0	0.0
R_SS1076	0.0	0.0
R_SS1077	0.0	0.0
R_SS1078	1.473964365726263e-07	4.457194917090093e-07
R_SS1079	1.4272981634609605e-07	8.981680709937989e-08
R_SS1080	-5.965779155403528e-10	-6.919861591028753e-08
R_SS1081	-1.676706213593615e-07	-2.0499684169617005e-07
R_SS1082	0.0	0.0
R_SS1083	-5.758041475990287e-08	-5.651211335129621e-08
R_SS1084	-1.0127270691492365e-07	-1.0869187935303813e-07
R_SS1085	0.0	0.0
R_SS1086	0.0	0.0
R_SS1087	0.0	0.0
R_SS1088	0.0	0.0
R_SS1089	0.0	0.0
R_SS1090	0.0	0.0
R_SS1091	0.0	0.0
R_SS1092	0.0	0.0
R_SS1093	0.0	0.0
R_SS1094	0.0	0.0
R_SS1095	3.6148960223401124e-08	-6.92469782542401e-08
R_SS1096	-5.6245026561210454e-08	-1.3971769253670972e-07
R_SS1097	1.607229767011673e-07	1.4078900032315808e-07
R_SS1098	1.8225252179913922e-19	-8.566422627866626e-20
R_SS1099	0.0472694752080178	0.0311343591629418
R_SS1100	0.0	0.0
R_SS1101	2.024151236270832e-19	-1.107386315630996e-19
R_SS1102	0.0	0.0
R_SS1103	0.0	0.0
R_SS1104	1.7658480711039166e-07	2.746544661663087e-08
R_SS1105	1.0564502243256713e-07	1.713865241826901e-07
R_SS1106	-9.81674175658234e-20	-4.433510367310641e-20
R_SS1107	4.518796297559898e-07	8.432390730569553e-08
R_SS1108	0.0050526561766628	0.0003014106032561
R_SS1109	1.0977060564013723e-06	6.377137997876209e-07
R_SS1110	1.4272981634261445e-07	8.981680709456428e-08
R_SS1111	-5.965779182602665e-10	-6.919861590953416e-08
R_SS1112	2.7008446907466464e-07	-6.219816197337478e-08
R_SS1113	3.5706646549270515e-08	5.0138243251989824e-08
R_SS1114	-1.676706213582873e-07	-2.049968417066394e-07
R_SS1115	0.0	0.0
R_SS1116	2.742710567702468e-07	8.276590615077535e-08
R_SS1117	5.626256100516755e-07	4.903130933299537e-07
R_SS1118	7.158042750345679e-08	-1.5496274682061783e-08
R_SS1119	2.589460678409216e-07	3.540240582960484e-07
R_SS1120	5.250335780336253e-07	6.623985979277052e-07
R_SS1121	1.2140811252098014e-07	8.381841289289167e-08
R_SS1122	0.0	0.0
R_SS1123	-7.032626533025645e-20	-5.766485673923498e-20
R_SS1124	3.228729599017048e-06	1.1165966395665397e-06
R_SS1125	9.716060947255013e-08	7.449188315019387e-08
R_SS1126	0.005344074640549	0.0015596030309012
R_SS1127	9.83773264812728e-07	9.786877318507573e-07
R_SS1128	0.0	0.0
R_SS1129	0.0	0.0
R_SS1130	6.017631460198884e-08	1.1878399846898572e-07
R_SS1131	0.0	0.0
R_SS1132	4.989389702001371e-10	-9.197714752501633e-08
R_SS1133	0.0	0.0
R_SS1134	-4.291466298089507e-08	-4.4248321231834665e-08
R_SS1135	-9.054016556931136e-08	-9.794178817657329e-08
R_SS1136	-8.299194068611606e-08	-9.12362654536053e-08
R_SS1137	-2.5436623488721537e-08	-5.87435659430631e-08
R_SS1138	6.845422157742155e-07	3.710350477864462e-07
R_SS1139	0.0	0.0
R_SS1140	0.0	0.0
R_SS1141	2.540747925063081e-07	3.237338934857459e-07
R_SS1142	0.0519336462504351	0.0629695952655074
R_SS1143	0.0	0.0
R_SS1144	5.0609575260613524e-08	5.4332628970118595e-08
R_SS1145	-5.2756301374938816e-08	-1.0404279829419023e-07
R_SS1146	0.0	0.0
R_SS1147	0.0	0.0
R_SS1148	3.4297529407709927e-18	-1.934884431745312e-18
R_SS1149	0.0	0.0
R_SS1150	0.0	0.0
R_SS1151	0.0	0.0
R_SS1152	-7.141651880059494e-08	-1.4846148268657333e-07
R_SS1153	0.0	0.0
R_SS1154	4.863945658575158e-07	5.600869271224271e-07
R_SS1155	1.807295777331071e-07	2.5743968906799546e-07
R_SS1156	0.0	0.0
R_SS1157	8.926378771222094e-09	4.0885649702796177e-10
R_SS1158	0.0	0.0
R_SS1159	-4.0566317889411467e-13	-4.674083443841016e-13
R_SS1160	-1.7380298435685584e-08	-4.025981602728026e-08
R_SS1161	1.712168199982587e-07	2.1859533844535054e-07
R_SS1162	4.170916558033808e-07	4.2749503070099706e-07
R_SS1163	0.0036465128703421	0.0034090049292609
R_SS1164	0.0119261216546143	0.0007767464736483
R_SS1165	0.0	0.0
R_SS1166	0.0	0.0
R_SS1167	0.0	0.0
R_SS1168	-9.74053492535898e-08	-1.4811223931553737e-07
R_SS1169	0.039015979700721	0.0433686502266478
R_SS1170	2.3399900331897735e-07	2.32890221433833e-07
R_SS1171	0.0008102023123366	0.0003777879628605
R_SS1172	0.0	0.0
R_SS1173	0.0	0.0
R_SS1174	9.345982144754426e-06	1.937536935732857e-06
R_SS1175	2.987298555587749e-06	9.394065820553464e-07
R_SS1176	-1.3771986051204906e-07	-1.7566085665666137e-07
R_SS1177	8.105176018043697e-07	2.094065117764569e-06
R_SS1178	5.626386086003613e-07	5.564626736187094e-07
R_SS1179	0.0007809230697656	0.0038225856299152
R_SS1180	0.0	0.0
R_SS1181	0.0	0.0
R_SS1182	-6.4467810084935446e-09	-5.8689720438099616e-08
R_SS1183	1.335617616165605e-05	3.2486324309951805e-05
R_SS1184	1.4679203959321465e-07	1.842218802309201e-07
R_SS1185	2.420345566482223e-07	-5.0129387846158974e-08
R_SS1186	-9.303055397683299e-08	-1.6085988719810477e-07
R_SS1187	0.0	0.0
R_SS1188	4.0912918051185285e-07	0.0001261031064262
R_SS1189	1.760141541974653e-07	1.7893672441952574e-07
R_SS1190	-1.4238127929314872e-07	-1.9265700723199454e-07
R_SS1191	0.0	0.0
R_SS1192	2.091676911351773e-07	1.296484374997825e-07
R_SS1193	2.380682208946557e-07	3.170215630902675e-07
R_SS1194	0.0	0.0
R_SS1195	3.9328413724159355e-07	1.713211359107003e-06
R_SS1196	0.0015312524705449	1.8579243129302528e-06
R_SS1197	4.4083331962035765e-07	1.3188917144416725e-07
R_SS1198	-3.4778540985868995e-08	-5.5130960754053115e-08
R_SS1199	0.0	0.0
R_SS1200	0.0	0.0
R_SS1201	-8.680259258251366e-09	-5.8589859284840394e-08
R_SS1202	4.621530203016111e-06	1.1257295796246232e-06
R_SS1203	1.217602813111459e-07	4.134319033141879e-07
R_SS1204	0.0	0.0
R_SS1205	0.0	0.0
R_SS1206	1.9604343439720585e-19	-6.358697841322031e-21
R_SS1207	2.288630884627279e-06	3.920029615036277e-06
R_SS1208	0.0	0.0
R_SS1209	0.0	0.0
R_SS1210	1.1050465568403949e-06	7.962547042655372e-07
R_SS1211	3.893141120269889e-07	4.788571533803697e-07
R_SS1212	7.447160331600799e-08	-3.110991376892354e-08
R_SS1213	0.0	0.0
R_SS1214	-9.523405272875425e-08	-1.342249170712419e-07
R_SS1215	1.3075101579964114e-07	7.128546600209385e-08
R_SS1216	-1.1844413548235629e-07	-1.5755756361160325e-07
R_SS1217	5.46874920096094e-08	1.4970979373737633e-07
R_SS1218	4.971286225327579e-07	9.080742612989932e-07
R_SS1219	0.0	0.0
R_SS1220	0.0045293897232948	0.0010129178090859
R_SS1221	1.1454928056108891e-08	-8.257975340873443e-08
R_SS1222	9.7107806066255e-08	7.419234894265853e-08
R_SS1223	-1.21597101820587e-07	-1.4486146029160405e-07
R_SS1224	0.0011288119591997	0.0065334641999206
R_SS1225	-1.3445300692492557e-05	-3.278432691396216e-05
R_SS1226	0.0	0.0
R_SS1227	-1.734723475976807e-18	-3.469446951953614e-18
R_SS1228	-1.734723475976807e-18	-3.469446951953614e-18
R_SS1229	0.0229140696820869	0.031224856540725
R_SS1230	-0.0101406440593091	-0.0116253436678985
R_SS1231	7.813049299025543e-07	3.547027289774185e-06
R_SS1232	-0.0864448346997362	-0.0677202343311446
R_SS1233	-0.0325888180477939	-0.0352211156500629
R_SS1234	-1.1699207396227365e-07	-1.276673791674691e-07
R_SS1235	0.034624160391623	0.0467518879712887
R_SS1236	-5.248911099957048e-08	-7.456911682194192e-08
R_SS1237	0.0	0.0
R_SS1238	0.0	0.0
R_SS1239	0.0	0.0
R_SS1240	-2.027794931149282e-07	-2.337316970314071e-07
